1,1,0.0,13.3,17.82,31.959999999999997,1,1,1.0
1,2,52.58,61.37,123.89999999999999,62.6,1,1,1.0
1,3,92.26,0.0,226.47000000000003,63.5,1,1,1.0
1,4,310.99,0.0,401.66999999999996,113.62,1,1,1.0
2,1,0.0,15.8,10.3,27.499999999999996,1,1,1.0
2,2,33.96,56.23,121.03999999999999,62.6,1,1,1.0
2,3,92.26,0.0,226.21000000000004,63.63,1,1,1.0
2,4,310.59,0.0,401.08,113.48,1,1,1.0
3,1,0.0,20.2,3.6,19.8,1,1,1.0
3,2,19.19,53.67,114.61000000000001,61.629999999999995,1,1,1.0
3,3,92.26,0.0,225.96000000000004,63.76,1,1,1.0
3,4,310.19,0.0,400.48999999999995,113.35,1,1,1.0
4,2,3.46,51.74,109.44000000000001,57.76,1,1,1.0
4,3,92.26,0.0,225.71000000000004,63.89,1,1,1.0
4,4,309.79,0.0,399.88999999999993,113.22,1,1,1.0
5,2,0.0,49.17,93.64,56.129999999999995,1,1,1.0
5,3,92.26,0.0,225.46000000000004,64.02,1,1,1.0
5,4,309.39,0.0,399.30000000000007,113.08,1,1,1.0
6,2,0.0,46.28,75.7,56.129999999999995,1,1,1.0
6,3,92.26,0.0,225.2,64.15,1,1,1.0
6,4,308.99,0.0,398.71000000000004,112.95,1,1,1.0
7,2,0.0,42.75,58.7,54.55,1,1,1.0
7,3,92.26,0.0,224.95,64.28,1,1,1.0
7,4,308.59,0.0,398.51000000000005,112.82,1,1,1.0
8,2,0.0,41.79,41.06,48.15,1,1,1.0
8,3,92.26,0.0,224.7,64.41,1,1,1.0
8,4,308.19,0.0,398.31,112.68,1,1,1.0
9,2,0.0,41.79,26.6,42.01,1,1,1.0
9,3,92.26,0.0,224.45,64.54,1,1,1.0
9,4,307.8,0.0,398.09999999999997,112.55,1,1,1.0
10,2,0.0,48.5,12.8,32.400000000000006,1,1,1.0
10,5,914.73,185.2,45.26999999999998,65.05000000000001,1,1,1.0
10,3,92.26,0.0,224.19,64.67,1,1,1.0
10,4,307.4,0.0,397.9,112.42,1,1,1.0
11,5,866.17,176.3,93.83000000000004,92.19999999999999,1,1,1.0
11,3,92.26,0.0,223.94,64.8,1,1,1.0
11,4,307.0,0.0,397.70000000000005,112.28,1,1,1.0
12,5,817.6,171.9,142.39999999999998,93.49999999999997,1,1,1.0
12,3,92.26,0.0,223.75,64.7,1,1,1.0
12,4,307.0,0.0,397.63,112.28,1,1,1.0
13,5,776.15,161.2,183.85000000000002,108.19999999999999,1,1,1.0
13,6,0.0,187.85,3.24,24.920000000000016,1,1,1.0
13,3,92.26,0.0,223.56,64.6,1,1,1.0
13,4,307.0,0.0,397.55999999999995,112.28,1,1,1.0
14,5,734.7,150.5,225.29999999999995,122.89999999999998,1,1,1.0
14,6,0.0,183.8,16.0,38.79999999999998,1,1,1.0
14,3,92.26,0.0,223.37,64.5,1,1,1.0
14,4,307.0,0.0,397.49,112.28,1,1,1.0
15,5,693.7,142.47,266.29999999999995,119.78,1,1,1.0
15,6,0.0,163.86,33.3,77.19999999999999,1,1,1.0
15,3,92.26,0.0,223.18,64.4,1,1,1.0
15,4,307.0,0.0,397.41999999999996,112.28,1,1,1.0
16,5,652.7,137.1,276.0999999999999,114.0,1,1,1.0
16,6,0.0,163.86,52.6,91.32,1,1,1.0
16,3,92.26,0.0,222.99,64.3,1,1,1.0
16,4,307.0,0.0,397.35,112.28,1,1,1.0
