1,1,122.46,335.91,133.32999999999998,57.56999999999999,1,1,1.0
1,2,734.0,266.51,71.90999999999997,38.55000000000001,1,1,1.0
1,3,208.32,251.19,94.91000000000003,40.620000000000005,1,1,1.0
2,1,98.32,338.14,135.98000000000002,59.75999999999999,1,1,1.0
2,2,720.15,268.31,73.11000000000001,39.20999999999998,1,1,1.0
2,3,208.53,251.28,94.70000000000002,40.66,1,1,1.0
3,1,73.25,342.04,138.75,60.69999999999999,1,1,1.0
3,2,706.3,270.11,74.30000000000007,39.870000000000005,1,1,1.0
3,3,208.73,251.36,94.50000000000003,40.70999999999998,1,1,1.0
4,1,48.18,345.94,141.51999999999998,61.629999999999995,1,1,1.0
4,2,693.5,271.91,73.82000000000005,40.539999999999964,1,1,1.0
4,3,208.94,251.44,94.29000000000002,40.75999999999999,1,1,1.0
5,1,22.9,349.14,144.42,63.370000000000005,1,1,1.0
5,2,678.79,273.71,76.12,41.200000000000045,1,1,1.0
5,3,209.15,251.52,94.08000000000001,40.809999999999974,1,1,1.0
6,1,0.0,352.34,144.94,65.12,1,1,1.0
6,2,664.09,275.5,78.40999999999997,41.879999999999995,1,1,1.0
6,3,209.36,251.6,93.87,40.859999999999985,1,1,1.0
7,1,0.0,355.55,122.56,66.84999999999997,1,1,1.0
7,2,650.3,277.3,78.58000000000004,42.539999999999964,1,1,1.0
7,3,209.57,251.68,93.66000000000003,40.90999999999997,1,1,1.0
8,1,0.0,360.01,98.91,63.620000000000005,1,1,1.0
8,2,635.75,279.1,79.50999999999999,43.20999999999998,1,1,1.0
8,3,209.78,251.76,93.45000000000002,40.94999999999999,1,1,1.0
9,1,0.0,364.46,75.27,60.410000000000025,1,1,1.0
9,2,621.2,280.9,80.43999999999994,43.870000000000005,1,1,1.0
9,3,209.98,251.84,93.25000000000003,40.99999999999997,1,1,1.0
10,1,0.0,368.92,51.62,57.18000000000001,1,1,1.0
10,2,604.4,282.7,83.62,44.54000000000002,1,1,1.0
10,3,210.19,251.92,93.04000000000002,41.05000000000004,1,1,1.0
11,1,0.0,377.8,25.6,51.30000000000001,1,1,1.0
11,2,590.57,284.5,83.82999999999993,45.19999999999999,1,1,1.0
11,3,210.4,252.0,92.83000000000001,41.10000000000002,1,1,1.0
12,2,575.04,286.74,84.22000000000003,46.15999999999997,1,1,1.0
12,3,210.27,252.05,92.96000000000001,41.15999999999997,1,1,1.0
13,2,559.52,288.99,84.60000000000002,47.110000000000014,1,1,1.0
13,3,210.14,252.1,93.09000000000003,41.22,1,1,1.0
14,2,544.0,291.23,84.98000000000002,48.06999999999999,1,1,1.0
14,3,210.01,252.15,93.22000000000003,41.28,1,1,1.0
15,2,526.9,293.47,89.20000000000005,49.02999999999997,1,1,1.0
15,3,209.88,252.2,93.35000000000002,41.34000000000003,1,1,1.0
16,2,509.8,295.72,90.02000000000004,49.97999999999996,1,1,1.0
16,3,209.75,252.25,93.48000000000002,41.39999999999998,1,1,1.0
17,2,492.7,297.96,90.83999999999997,50.94,1,1,1.0
17,3,209.62,252.3,93.61000000000001,41.45999999999998,1,1,1.0
18,2,475.6,300.21,91.65999999999997,51.89000000000004,1,1,1.0
18,3,209.49,252.35,93.74000000000001,41.52000000000001,1,1,1.0
19,2,458.5,302.45,92.48000000000002,52.85000000000002,1,1,1.0
